Year,race,sex,Arrest type,Juvenile indicator,Total Arrests,Population,"Arrests per 100,000"
2013,Other,Female,Misdemeanor,1,616,233176,264.1781
1980,Other,Female,Status,1,185,37760,489.9364
1981,Other,Female,Status,1,167,37593.09961,444.2305
1982,Other,Female,Status,1,214,37426.2002,571.7919
1983,Other,Female,Status,1,157,37259.30005,421.3713
1984,Other,Female,Status,1,260,37092.40063,700.9522
1985,Other,Female,Status,1,262,36925.5,709.5367
1986,Other,Female,Status,1,376,36758.59937,1022.89
1987,Other,Female,Status,1,453,36591.69995,1237.986
1988,Other,Female,Status,1,441,36424.7998,1210.714
1989,Other,Female,Status,1,307,36257.90063,846.712
1990,Other,Female,Status,1,442,36091,1224.682
1991,Other,Female,Status,1,299,54709.89941,546.519
1992,Other,Female,Status,1,298,73328.80029,406.3888
1993,Other,Female,Status,1,280,91947.70117,304.5209
1994,Other,Female,Status,1,310,110566.6006,280.374
1995,Other,Female,Status,1,353,129185.5,273.2505
1996,Other,Female,Status,1,355,147804.3994,240.1823
1997,Other,Female,Status,1,370,166423.2988,222.3246
1998,Other,Female,Status,1,380,185042.2012,205.3586
1999,Other,Female,Status,1,454,203661.0977,222.9194
2000,Other,Female,Status,1,385,222280,173.205
2001,Other,Female,Status,1,406,226630,179.1466
2002,Other,Female,Status,1,334,224079,149.0546
2003,Other,Female,Status,1,316,181954,173.6703
2004,Other,Female,Status,1,326,205668,158.5079
2005,Other,Female,Status,1,318,203047,156.614
2006,Other,Female,Status,1,562,208223,269.903
2007,Other,Female,Status,1,327,206113,158.6508
2008,Other,Female,Status,1,300,207161,144.8149
2009,Other,Female,Status,1,256,208675,122.6788
2010,Other,Female,Status,1,248,219326,113.0737
2011,Other,Female,Status,1,182,235745,77.20206
2012,Other,Female,Status,1,126,237961,52.94985
2013,Other,Female,Status,1,92,233176,39.45518
1980,Other,Male,All Combined,1,3600,37700,9549.071
1981,Other,Male,All Combined,1,3969,37680.90063,10533.19
1982,Other,Male,All Combined,1,4538,37661.80029,12049.34
1983,Other,Male,All Combined,1,4857,37642.69946,12902.9
1984,Other,Male,All Combined,1,5783,37623.59961,15370.67
1985,Other,Male,All Combined,1,7023,37604.5,18675.96
1986,Other,Male,All Combined,1,9421,37585.3999,25065.58
1987,Other,Male,All Combined,1,8806,37566.30029,23441.22
